food_name,energy,protein,fat,carbohydrate
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,1220.0,14.7,0.3,56.5
＜コーヒー・ココア類＞　コーヒー　缶コーヒー　無糖,12.0,0.1,,0.5
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,161.0,0.7,0.3,8.2
＜コーヒー・ココア類＞　ココア　ピュアココア,1603.0,18.5,21.6,42.4
＜コーヒー・ココア類＞　ココア　ミルクココア,1690.0,7.4,6.8,80.4
＜その他＞　青汁　ケール,1307.0,13.8,4.4,70.2
＜その他＞　甘酒,322.0,1.7,0.1,18.3
＜その他＞　昆布茶,734.0,5.2,0.2,42.0
＜その他＞　スポーツドリンク,88.0,0.0,,5.1
＜その他＞　（炭酸飲料類）　果実色飲料,218.0,,,12.8
＜その他＞　（炭酸飲料類）　コーラ,196.0,0.1,,11.4
＜その他＞　（炭酸飲料類）　サイダー,173.0,,,10.2
＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,23.0,0.1,,1.2
＜その他＞　なぎなたこうじゅ　浸出液,1.0,0.0,,
＜その他＞　麦茶　浸出液,5.0,,,0.3
＜調味料類＞　（ウスターソース類）　ウスターソース,497.0,1.0,0.1,27.1
＜調味料類＞　（ウスターソース類）　中濃ソース,546.0,0.8,0.1,30.9
＜調味料類＞　（ウスターソース類）　濃厚ソース,552.0,0.9,0.1,30.9
＜調味料類＞　（ウスターソース類）　お好み焼きソース,610.0,1.6,0.1,33.7
＜調味料類＞　（辛味調味料類）　トウバンジャン,205.0,2.0,2.3,7.9
＜調味料類＞　（辛味調味料類）　チリペッパーソース,246.0,0.7,0.5,12.8
＜調味料類＞　（辛味調味料類）　ラー油,3648.0,0.1,99.8,
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,323.0,7.7,0.0,7.9
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,289.0,8.1,,9.0
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,252.0,5.7,0.0,5.8
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,323.0,6.4,,7.6
＜調味料類＞　（しょうゆ類）　たまりしょうゆ,471.0,11.8,0.0,15.9
＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,430.0,9.6,0.0,15.9
＜調味料類＞　（しょうゆ類）　しろしょうゆ,365.0,2.5,0.0,19.2
＜調味料類＞　（しょうゆ類）　だししょうゆ,167.0,,0.0,
＜調味料類＞　（しょうゆ類）　照りしょうゆ,727.0,,0.0,
＜調味料類＞　（食塩類）　食塩,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　並塩,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,217.0,,,
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0.0,,,0.0
＜調味料類＞　（食塩類）　精製塩　家庭用,0.0,0.0,0.0,0.0
＜調味料類＞　（食塩類）　精製塩　業務用,0.0,0.0,0.0,0.0
＜調味料類＞　（食酢類）　黒酢,230.0,1.0,0.0,9.0
＜調味料類＞　（食酢類）　穀物酢,104.0,0.1,0.0,2.4
＜調味料類＞　（食酢類）　米酢,193.0,0.2,0.0,7.4
＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,419.0,0.5,0.0,19.4
＜調味料類＞　（食酢類）　果実酢　ぶどう酢,92.0,0.1,,1.2
＜調味料類＞　（食酢類）　果実酢　りんご酢,111.0,0.1,0.0,2.4
＜調味料類＞　（だし類）　あごだし,2.0,0.1,0.0,0.0
＜調味料類＞　（だし類）　かつおだし　荒節,8.0,0.4,,0.0
＜調味料類＞　（だし類）　かつおだし　本枯れ節,9.0,0.5,0.0,
＜調味料類＞　（だし類）　昆布だし　水出し,17.0,0.1,,0.9
＜調味料類＞　（だし類）　昆布だし　煮出し,23.0,0.1,0.0,1.3
＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,10.0,0.3,,0.3
＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,10.0,0.3,0.0,0.4
＜調味料類＞　（だし類）　しいたけだし,17.0,0.1,0.0,0.9
＜調味料類＞　（だし類）　煮干しだし,5.0,0.1,0.1,
＜調味料類＞　（だし類）　鶏がらだし,28.0,0.9,0.4,
＜調味料類＞　（だし類）　中華だし,14.0,0.8,0.0,
＜調味料類＞　（だし類）　洋風だし,27.0,1.3,0.0,0.3
＜調味料類＞　（だし類）　固形ブイヨン,987.0,7.0,4.3,42.1
＜調味料類＞　（だし類）　顆粒おでん用,705.0,,,
＜調味料類＞　（だし類）　顆粒中華だし,892.0,12.6,1.6,36.6
＜調味料類＞　（だし類）　顆粒和風だし,949.0,24.2,0.3,31.1
＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,87.0,,0.0,
＜調味料類＞　（だし類）　めんつゆ　ストレート,185.0,2.2,0.0,8.7
＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,301.0,3.4,0.0,14.4
＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,417.0,4.5,0.0,20.0
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,652.0,,,
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,782.0,,,
＜調味料類＞　（調味ソース類）　甘酢,494.0,,0.0,
＜調味料類＞　（調味ソース類）　エビチリの素,227.0,,,
＜調味料類＞　（調味ソース類）　オイスターソース,448.0,7.7,0.3,18.3
＜調味料類＞　（調味ソース類）　黄身酢,917.0,,,
＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,272.0,13.9,0.0,2.1
＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,285.0,12.8,0.0,4.2
＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,121.0,6.1,0.0,1.1
＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,201.0,9.1,0.1,2.7
＜調味料類＞　（調味ソース類）　ごま酢,889.0,,,
＜調味料類＞　（調味ソース類）　ごまだれ,1178.0,,,
＜調味料類＞　（調味ソース類）　三杯酢,361.0,,0.0,
＜調味料類＞　（調味ソース類）　二杯酢,251.0,,0.0,
＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,638.0,,0.0,
＜調味料類＞　（調味ソース類）　すし酢　にぎり用,299.0,,0.0,
＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,454.0,,0.0,
＜調味料類＞　（調味ソース類）　中華風合わせ酢,643.0,,,
＜調味料類＞　（調味ソース類）　デミグラスソース,347.0,2.9,3.0,11.0
＜調味料類＞　（調味ソース類）　テンメンジャン,1049.0,8.5,7.7,38.1
＜調味料類＞　（調味ソース類）　冷やし中華のたれ,484.0,2.1,1.2,23.1
＜調味料類＞　（調味ソース類）　ホワイトソース,411.0,1.8,6.2,9.2
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,207.0,,,
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,250.0,3.7,0.0,10.8
＜調味料類＞　（調味ソース類）　マーボー豆腐の素,481.0,4.2,6.3,10.4
＜調味料類＞　（調味ソース類）　マリネ液,278.0,,0.0,
＜調味料類＞　（調味ソース類）　ミートソース,404.0,3.8,5.0,10.1
＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,1055.0,5.6,0.7,62.4
＜調味料類＞　（調味ソース類）　焼き鳥のたれ,558.0,,0.0,
＜調味料類＞　（調味ソース類）　焼き肉のたれ,696.0,,,
＜調味料類＞　（調味ソース類）　みたらしのたれ,540.0,,0.0,
＜調味料類＞　（調味ソース類）　ゆずこしょう,153.0,1.3,0.8,9.3
＜調味料類＞　（トマト加工品類）　トマトピューレー,187.0,1.9,0.1,9.9
＜調味料類＞　（トマト加工品類）　トマトペースト,399.0,3.8,0.1,22.0
＜調味料類＞　（トマト加工品類）　トマトケチャップ,441.0,1.6,0.2,27.6
＜調味料類＞　（トマト加工品類）　トマトソース,174.0,2.0,0.2,8.5
＜調味料類＞　（トマト加工品類）　チリソース,474.0,1.8,0.1,26.3
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,2747.0,1.4,76.0,3.6
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,2746.0,2.5,74.7,0.6
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,1081.0,2.9,28.3,3.3
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,1344.0,,,
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,743.0,,,
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,350.0,3.1,0.1,16.1
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,1650.0,,,
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,1619.0,,,
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,1552.0,,,
＜調味料類＞　（みそ類）　米みそ　甘みそ,869.0,9.7,3.0,37.9
＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,762.0,12.5,6.0,21.9
＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,746.0,13.1,5.5,21.1
＜調味料類＞　（みそ類）　米みそ　だし入りみそ,700.0,11.0,5.6,20.6
＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,689.0,10.3,5.1,22.2
＜調味料類＞　（みそ類）　麦みそ,775.0,9.7,4.3,30.0
＜調味料類＞　（みそ類）　豆みそ,864.0,17.2,10.5,14.5
＜調味料類＞　（みそ類）　減塩みそ,800.0,11.0,5.9,25.7
＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,1350.0,21.9,9.3,43.0
＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,513.0,8.9,3.7,15.4
＜調味料類＞　（みそ類）　辛子酢みそ,912.0,,,
＜調味料類＞　（みそ類）　ごまみそ,1026.0,,,
＜調味料類＞　（みそ類）　酢みそ,892.0,,,
＜調味料類＞　（みそ類）　練りみそ,1131.0,,,
＜調味料類＞　（ルウ類）　カレールウ,1974.0,6.5,34.1,44.7
＜調味料類＞　（ルウ類）　ハヤシルウ,2086.0,5.8,33.2,47.5
＜調味料類＞　（その他）　お茶漬けの素　さけ,1060.0,,,
＜調味料類＞　（その他）　キムチの素,529.0,5.3,1.0,26.0
＜調味料類＞　（その他）　酒かす,904.0,14.9,1.5,23.8
＜調味料類＞　（その他）　即席すまし汁,823.0,,,
＜調味料類＞　（その他）　ふりかけ　たまご,1791.0,,,
＜調味料類＞　（その他）　みりん風調味料,958.0,0.1,0.0,55.7
＜調味料類＞　（その他）　料理酒,368.0,0.2,,4.7
＜香辛料類＞　オールスパイス　粉,1543.0,5.6,5.6,75.2
＜香辛料類＞　オニオンパウダー,1541.0,8.8,1.1,79.8
＜香辛料類＞　からし　粉,1831.0,33.0,14.3,43.7
＜香辛料類＞　からし　練り,1316.0,5.9,14.5,40.1
＜香辛料類＞　からし　練りマスタード,729.0,4.8,10.6,13.1
＜香辛料類＞　からし　粒入りマスタード,955.0,7.6,16.0,12.7
＜香辛料類＞　カレー粉,1405.0,13.0,12.2,63.3
＜香辛料類＞　クローブ　粉,1679.0,7.2,13.6,66.4
＜香辛料類＞　こしょう　黒　粉,1532.0,11.0,6.0,66.6
＜香辛料類＞　こしょう　白　粉,1590.0,10.1,6.4,70.1
＜香辛料類＞　こしょう　混合　粉,1561.0,10.6,6.2,68.3
＜香辛料類＞　さんしょう　粉,1588.0,10.3,6.2,69.6
＜香辛料類＞　シナモン　粉,1512.0,3.6,3.5,79.6
＜香辛料類＞　しょうが　粉,1546.0,7.8,4.9,72.5
＜香辛料類＞　しょうが　おろし,176.0,0.7,0.6,8.6
＜香辛料類＞　セージ　粉,1593.0,6.4,10.1,66.9
＜香辛料類＞　タイム　粉,1450.0,6.5,5.2,69.8
＜香辛料類＞　チリパウダー,1580.0,15.0,8.2,60.1
＜香辛料類＞　とうがらし　粉,1742.0,16.2,9.7,66.8
＜香辛料類＞　ナツメグ　粉,2172.0,5.7,38.5,47.5
＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,1614.0,19.9,0.8,73.8
＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,1623.0,19.9,0.8,73.8
＜香辛料類＞　にんにく　おろし,722.0,4.7,0.5,37.0
＜香辛料類＞　バジル　粉,1300.0,21.1,2.2,50.6
＜香辛料類＞　パセリ　乾,1447.0,28.7,2.2,51.6
＜香辛料類＞　パプリカ　粉,1624.0,15.5,11.6,55.6
＜香辛料類＞　わさび　粉　からし粉入り,1628.0,16.5,4.4,69.7
＜香辛料類＞　わさび　練り,1114.0,3.3,10.3,39.8
＜その他＞　酵母　パン酵母　圧搾,441.0,16.5,1.5,12.1
＜その他＞　酵母　パン酵母　乾燥,1281.0,37.1,6.8,43.1
＜その他＞　ベーキングパウダー,639.0,,1.2,29.0
和風料理　和え物類　青菜の白和え,342.0,,,
和風料理　和え物類　いんげんのごま和え,320.0,,,
和風料理　和え物類　わかめとねぎの酢みそ和え,358.0,,,
和風料理　汁物類　とん汁,107.0,,,
和風料理　酢の物類　紅白なます,143.0,,,
和風料理　煮物類　卯の花いり,350.0,,,
和風料理　煮物類　親子丼の具,424.0,,,
和風料理　煮物類　牛飯の具,505.0,,,
和風料理　煮物類　切り干し大根の煮物,199.0,,,
和風料理　煮物類　きんぴらごぼう,348.0,,,
和風料理　煮物類　ぜんまいのいため煮,334.0,,,
和風料理　煮物類　筑前煮,357.0,,,
和風料理　煮物類　肉じゃが,327.0,,,
和風料理　煮物類　ひじきのいため煮,314.0,,,
和風料理　その他　アジの南蛮漬け,456.0,,,
和風料理　その他　お好み焼き,570.0,5.2,6.5,15.2
和風料理　その他　とりから揚げ,853.0,15.6,10.1,16.1
和風料理　その他　松前漬け　しょうゆ漬,701.0,17.0,1.4,24.7
洋風料理　カレー類　チキンカレー,545.0,,,
洋風料理　カレー類　ビーフカレー,495.0,,,
洋風料理　カレー類　ポークカレー,480.0,,,
洋風料理　コロッケ類　カニクリームコロッケ,1063.0,,,
洋風料理　コロッケ類　コーンクリームコロッケ,1025.0,,,
洋風料理　コロッケ類　ポテトコロッケ,945.0,,,
洋風料理　シチュー類　チキンシチュー,517.0,,,
洋風料理　シチュー類　ビーフシチュー,636.0,,,
洋風料理　素揚げ類　ミートボール,829.0,,,
洋風料理　スープ類　かぼちゃのクリームスープ,304.0,,,
洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,261.0,,,
洋風料理　スープ類　コーンクリームスープ　粉末タイプ,1790.0,8.1,13.7,67.4
洋風料理　ハンバーグステーキ類　合いびきハンバーグ,821.0,,,
洋風料理　ハンバーグステーキ類　チキンハンバーグ,712.0,,,
洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,595.0,,,
洋風料理　フライ類　いかフライ,953.0,,,
洋風料理　フライ類　えびフライ,992.0,,,
洋風料理　フライ類　かきフライ,1205.0,8.9,18.0,25.5
洋風料理　フライ類　白身フライ,1242.0,9.7,21.8,16.2
洋風料理　フライ類　メンチカツ,1138.0,,,
洋風料理　フライ用冷凍食品　いかフライ　冷凍,618.0,10.6,2.0,21.4
洋風料理　フライ用冷凍食品　えびフライ　冷凍,589.0,10.2,1.9,20.3
洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,668.0,4.7,6.3,20.9
洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,662.0,4.6,4.9,25.3
洋風料理　フライ用冷凍食品　白身フライ　冷凍,625.0,11.6,2.7,19.3
洋風料理　フライ用冷凍食品　メンチカツ　冷凍,826.0,9.9,7.2,23.0
洋風料理　その他　えびグラタン,535.0,,,
洋風料理　その他　えびピラフ,620.0,,,
中国料理　点心類　ぎょうざ,874.0,,,
中国料理　点心類　しゅうまい,801.0,,,
